country,population,total_cases,total_deaths,incidence,mortality,cfr,recovery_rate,vaccination_rate
Sri Lanka,22834965.0,672812.0,16907.0,0.00875849820658801,1.0641575321004433,2.5098449709813044,97.96823738050539,41.28998028004223
Sudan,49383344.0,63993.0,5046.0,0.0,1.9257505121564875,7.885237447845858,91.92272455951627,5.591239160355468
Suriname,623172.0,82516.0,1406.0,0.0,2.086101429460887,1.7040978341231652,97.99827341952215,19.200976794706936
Sweden,10487335.0,2785768.0,29351.0,1.4445996051427747,2.326615865708495,1.0209385379035938,98.1554170210088,54.26290612070689
Switzerland,8792180.0,4491534.0,14170.0,1.2397380399400377,1.2511117834257262,0.3186352278698887,99.03499165502328,
Syria,22462170.0,57423.0,3163.0,0.0,0.093490522064431,5.508245824843703,94.30941781790493,5.286194150728387
Tajikistan,10182228.0,17786.0,125.0,0.0,0.08838929947355334,0.7027999550208028,99.2652174379711,19.477867159820033
Tanzania,64711822.0,43606.0,846.0,0.0,0.8360141675504053,1.9700992035769176,97.46916188689573,18.640434732998933
Thailand,71735321.0,5419906.0,34993.0,0.0,0.43493218633537584,0.7224983331440833,99.1854865583237,46.18053799740105
Togo,9089742.0,39553.0,290.0,0.0,0.05500706180659473,0.7340657115374879,98.93513758790293,9.311984652589699
Tokelau,2312.0,80.0,0.0,0.0,0.0,0.0,100.0,
Tonga,105053.0,16992.0,13.0,0.0,3.807601877147725,0.07415647015202076,99.9300406344602,63.04592919764309
Trinidad and Tobago,1495923.0,191496.0,4390.0,0.0,3.8103565491004554,2.2924760830513433,97.4532481039474,34.204907593680716
Tunisia,12119338.0,1153361.0,29423.0,0.0,2.87144396830916,2.551065971538833,97.20747210658313,29.665827429254342
Turkey,87058469.0,17004725.0,101419.0,0.0,0.4525694105647551,0.59641826775069,99.18676821021153,44.60153131504396
Turks and Caicos Islands,45869.0,6933.0,41.0,0.0,4.360243301576228,0.5924855491329479,99.01323913102368,52.63868843881489
Tuvalu,10012.0,2943.0,1.0,0.0,9.988014382740712,0.03397893306150187,99.97569751473678,86.96813823411905
Uganda,47312718.0,172222.0,3632.0,0.0,1.6887636850624392,2.1097634648450208,98.14729064784188,14.403422023745168
Ukraine,41048768.0,5555243.0,109937.0,0.0,11.184257710243582,1.9878895336808553,98.00304619532449,12.826449843485898
United Arab Emirates,10242085.0,1067030.0,2349.0,0.6639273155807631,0.19527273987669502,0.22199750786411138,99.72350238995878,81.2124842590259
United Kingdom,68179315.0,25112865.0,232112.0,2.592428510025365,2.1810134056054977,0.929809873926142,96.7629193859586,53.72532672486504
United States,341534041.0,103436829.0,1235885.0,14.175160946841022,1.4818435038514945,1.1837424627560114,98.44144842159496,53.176429289206325
