country,population,total_cases,total_deaths,incidence,mortality,cfr,recovery_rate,vaccination_rate
United States Virgin Islands,86521.0,25389.0,132.0,0.0,4.623155072179008,0.5237297714650021,99.04315459374398,
Upper-middle-income countries,2847730001.0,239775137.0,2632666.0,0.37570275258690156,1.5579426414870994,1.1051239864024467,97.95881195816744,64.38883757266186
Uruguay,3390913.0,1043230.0,7696.0,0.0,2.595171270982181,0.7379535839280731,98.9588383879225,69.42043167535606
Uzbekistan,34938953.0,175158.0,1016.0,0.0,0.1373824796638869,0.5803028312609592,99.46389988900778,25.532463992847465
Vanuatu,313061.0,12019.0,14.0,0.0,1.5971328271487026,0.11648223645894001,99.91294433743275,17.770321876062827
Vatican,513.0,26.0,0.0,0.0,0.0,0.0,100.0,
Venezuela,28213015.0,552743.0,5856.0,0.0,0.07797819552429969,1.0595355485394296,98.90507539227934,25.41046589864839
Vietnam,99680656.0,11624000.0,43206.0,0.002006407341460514,0.8065757512671264,0.3717487472000107,99.25000968879226,38.61658290534842
Wallis and Futuna,11501.0,3760.0,9.0,0.0,60.86427267194157,0.23936170212765956,99.48440551872665,36.97896895497953
World,8021407196.0,779056637.0,7111504.0,0.8774457932405904,0.7126804387702349,0.9127394629908087,98.14168727657531,50.575291198292355
World excl. China,,679674876.0,6989106.0,,,1.0282733553061258,97.93987371142553,
World excl. China and South Korea,,645103003.0,6953172.0,,,1.0777326121908322,97.87895244658722,
"World excl. China, South Korea, Japan and Singapore",,608293276.0,6876454.0,,,1.130340721088322,97.75291534413341,
Yemen,38222878.0,11945.0,2159.0,0.0,0.1569740509859043,18.07450816241105,80.49387900617373,1.0794949068895223
Zambia,20152935.0,349892.0,4078.0,0.0,0.35726806045868753,1.1800593810068019,98.5669557701257,7.818128829670927
Zimbabwe,16069061.0,266436.0,5740.0,0.0,0.6658758716517412,2.1549377733561093,96.62305983634037,15.439517896810136
